gid,Code,Name,Includes,Associated,Level,Description,Img_1,Img_2,Page
371,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,Plumbing Fixtures,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,300,"Inclusions:
• Modeled as design-specified size, shape, spacing,
and location;
• Approximate allowances for clearances required for all
specified supports that are to be utilized in the layout
of all fixtures;
• Access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1071.png,,112
372,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,Plumbing Fixtures,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,350,"Inclusions:
• Modeled as actual construction elements size, shape,
spacing, and location/connections of fixtures/carriers;
• Actual size, shape, spacing, and clearances required
for all supports that are utilized in the layout of all
fixtures.
• Actual access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1077.png,,113
373,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,Plumbing Fixtures,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,400,See D2010.10,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1077.png,,113
351,D20 / 21-04 20 / --,Plumbing,,Associated Masterformat Sections: 01 86 16 / 22 00 00 ,100,"Inclusions:
• Diagrammatic or schematic elements;",,,108
647,G2080.80.10,Planting Soil (Planting Preparation),,,100,See G20,,,184
648,G2080.80.10,Planting Soil (Planting Preparation),,,200,"Inclusions:
• Full plan extents
• Nominal thickness of build up",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1502.png,,185
649,G2080.80.10,Planting Soil (Planting Preparation),,,300,"Inclusions:
• Finish grade
• Actual thickness of buildup, including varying
bottom slope(s)",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1503.png,,185
650,G2080.80.10,Planting Soil (Planting Preparation),,,350,"• Inclusions:
• Tapered edges",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1504.png,,185
651,G2080.80.10,Planting Soil (Planting Preparation),,,400,,,,185
627,G2080.10,Planting Irrigation,,,100,See G20,,,181
628,G2080.10,Planting Irrigation,,,200,"Inclusions:
• Schematic layout with approximate size, shape,
and location of mainline.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1476.png,,181
629,G2080.10,Planting Irrigation,,,300,"Inclusions:
• Accurate mainline and point of connection (POC)
• Major components (pumps, controllers, flow
sensors, etc.) and all fittings (valves, sprinkler
heads, etc) and other are shown, though may be
diagrammatic and not fully sized on laterals
• Major servicing and access clearance
requirements are depicted
• Concrete pads modeled at nominal thickness if
applicable
• Drip areas designated in plan",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1481.png,,182
630,G2080.10,Planting Irrigation,,,350,"Inclusions:
• Mainline sleeving
• Drip lines, may be delineated as massing/area
element at specified elevation (in 3d model)
• Lateral lines and sleeving are modeled as
design-specified size and location",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1482.png,,182
631,G2080.10,Planting Irrigation,,,400,"Inclusions:
• Modeled as actual construction elements
• Actual size, shape, spacing, and
location/connections of pipe, valves, fittings, and
sleeves",,,182
496,D5010.10 / 21-04 50 10 10 / Ss 70 10 30,Packaged Generator Assemblies,"Includes: Generator, frequency changers, and rotary converters and uninterruptible power units. ",Associated Masterformat Sections: 26 32 00 / 26 32 13 / 26 32 16 / 26 32 19 / 26 32 23 / 26 32 26 / 26 32 29 / 26 32 33 ,100,See D50,,,141
497,D5010.10 / 21-04 50 10 10 / Ss 70 10 30,Packaged Generator Assemblies,"Includes: Generator, frequency changers, and rotary converters and uninterruptible power units. ",Associated Masterformat Sections: 26 32 00 / 26 32 13 / 26 32 16 / 26 32 19 / 26 32 23 / 26 32 26 / 26 32 29 / 26 32 33 ,200,See D5010,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1251.png,,141
498,D5010.10 / 21-04 50 10 10 / Ss 70 10 30,Packaged Generator Assemblies,"Includes: Generator, frequency changers, and rotary converters and uninterruptible power units. ",Associated Masterformat Sections: 26 32 00 / 26 32 13 / 26 32 16 / 26 32 19 / 26 32 23 / 26 32 26 / 26 32 29 / 26 32 33 ,300,"Inclusions:
• Design-specified size, shape, spacing, and location of
equipment and associated components.
• Approximate allowances for clearances required for all
specified supports and seismic control.
• Access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1253.png,,141
499,D5010.10 / 21-04 50 10 10 / Ss 70 10 30,Packaged Generator Assemblies,"Includes: Generator, frequency changers, and rotary converters and uninterruptible power units. ",Associated Masterformat Sections: 26 32 00 / 26 32 13 / 26 32 16 / 26 32 19 / 26 32 23 / 26 32 26 / 26 32 29 / 26 32 33 ,350,"Inclusions:
• Actual size, shape, spacing, location of equipment, and
associated components.
• Actual size, shape, spacing, location for supports, and
seismic control.
• Actual size, shape, and location/connections of equipment
and support structure/pads.
• Actual access/code clearance requirements modeled.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1255.png,,141
500,D5010.10 / 21-04 50 10 10 / Ss 70 10 30,Packaged Generator Assemblies,"Includes: Generator, frequency changers, and rotary converters and uninterruptible power units. ",Associated Masterformat Sections: 26 32 00 / 26 32 13 / 26 32 16 / 26 32 19 / 26 32 23 / 26 32 26 / 26 32 29 / 26 32 33 ,400,"Inclusions:
• Supplementary components added to the model required
for fabrication and field installation.",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1261.png,,142
236,B3080 / 21-02 30 80 / --,Overhead Exterior Enclosures,"Includes: Exposed to weather construction under horizontal enclosure construction. Includes suspension and support systems, insulation, vapor retarders, and air barriers. ",Associated Masterformat Sections: 01 83 16 ,100,N/A,,,76
237,B3080 / 21-02 30 80 / --,Overhead Exterior Enclosures,"Includes: Exposed to weather construction under horizontal enclosure construction. Includes suspension and support systems, insulation, vapor retarders, and air barriers. ",Associated Masterformat Sections: 01 83 16 ,200,"Inclusions:
• Overall scope
• thickness/depth of system.",,,76
558,D5080 / 21-04 50 80 / Ss 70,Miscellaneous Electrical Systems,Includes: Miscellaneous Electrical Systems Supplementary Components as appropriate. ,,100,See D50,,,154
559,D5080 / 21-04 50 80 / Ss 70,Miscellaneous Electrical Systems,Includes: Miscellaneous Electrical Systems Supplementary Components as appropriate. ,,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of equipment;",,,154
147,B1080.70 / 21-02 10 80 70 / Ss 35 10 30 95,Metal Walkways,Includes: Catwalks and gratings over horizontal openings ,Associated Masterformat Sections: 05 51 36 / 05 51 36.13 / 05 53 00 See B1080.10 and B1080.50 ,100,See B1080,,,52
148,B1080.70 / 21-02 10 80 70 / Ss 35 10 30 95,Metal Walkways,Includes: Catwalks and gratings over horizontal openings ,Associated Masterformat Sections: 05 51 36 / 05 51 36.13 / 05 53 00 See B1080.10 and B1080.50 ,200,"Inclusions:
• Element envelope",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/748.png,,52
149,B1080.70 / 21-02 10 80 70 / Ss 35 10 30 95,Metal Walkways,Includes: Catwalks and gratings over horizontal openings ,Associated Masterformat Sections: 05 51 36 / 05 51 36.13 / 05 53 00 See B1080.10 and B1080.50 ,300,"Element modeling to include:
• Overall geometry.
• Thickness",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/749.png,,52
150,B1080.70 / 21-02 10 80 70 / Ss 35 10 30 95,Metal Walkways,Includes: Catwalks and gratings over horizontal openings ,Associated Masterformat Sections: 05 51 36 / 05 51 36.13 / 05 53 00 See B1080.10 and B1080.50 ,350,"Inclusions
• Panel layout and grating deck
edges.
• Openings with any dimension
greater than 6” (15 cm) or as noted
• Indication of span direction
• Configuration of grating elements",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/750.png,,52
151,B1080.70 / 21-02 10 80 70 / Ss 35 10 30 95,Metal Walkways,Includes: Catwalks and gratings over horizontal openings ,Associated Masterformat Sections: 05 51 36 / 05 51 36.13 / 05 53 00 See B1080.10 and B1080.50 ,400,"Inclusions:
• Elements necessary for fabrication
and installation",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/755.png,,53
337,D1050 / 21-04 10 50 / Ss 80 20 10,Material Handling,,Associated Masterformat Sections: 01 85 00 ,100,See D10,,,104
338,D1050 / 21-04 10 50 / Ss 80 20 10,Material Handling,,Associated Masterformat Sections: 01 85 00 ,200,"Inclusions:
• Generic representation of the material handling system
envelope, including critical path of travel zones
• Specify conveyance type
• Specify what is being conveyed",,,104
339,D1050 / 21-04 10 50 / Ss 80 20 10,Material Handling,,Associated Masterformat Sections: 01 85 00 ,300,"Inclusions:
• Specific system elements modeled by type, including
all path of travel zones. Including:
• Clear Egress Zones
• Structural Clearance zones
• Material path clearance zones",,,104
340,D1050 / 21-04 10 50 / Ss 80 20 10,Material Handling,,Associated Masterformat Sections: 01 85 00 ,350,"Inclusions:
• Sizing adjusted to the actual manufacturer
specifications.
• Fixing points of truss
• Service/access zones",,,104
341,D1050 / 21-04 10 50 / Ss 80 20 10,Material Handling,,Associated Masterformat Sections: 01 85 00 ,400,"Inclusions:
• All connections, supports, framing, and other
supplementary components.",,,104
657,G30 / 21-07 30 / Ss 55 20,Liquid and Gas Site Utilities,,Associated Masterformat Sections: 01 89 19 ,100,"Inclusions:
• Diagrammatic or schematic elements;",,,186
658,G30 / 21-07 30 / Ss 55 20,Liquid and Gas Site Utilities,,Associated Masterformat Sections: 01 89 19 ,200,"Inclusions:
• Schematic layout of generic model elements with approximate
size, shape, and location of elements;",,,186
560,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,Lightning Protection,Includes: Wiring and equipment for lightning protection. ,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,100,See D50,,,154
561,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,Lightning Protection,Includes: Wiring and equipment for lightning protection. ,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,200,See D5080,,,154
562,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,Lightning Protection,Includes: Wiring and equipment for lightning protection. ,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,300,"Inclusions:
• Design-specified size, shape, and location of
raceways, boxes, enclosures including the electrical
equipment and end-devices served;
• Approximate allowances for clearances required for
all specified hangers, supports and seismic control;
• Access/code clearance requirements modeled.",,,154
563,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,Lightning Protection,Includes: Wiring and equipment for lightning protection. ,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,350,"Inclusions:
• Actual size, shape, spacing, and location of
raceways, boxes, enclosures including the electrical
equipment, fixtures, and end-devices served
• Actual size, shape, spacing, and location for
supports and seismic control;
• Actual size, shape, and location/connections of
equipment and support structure/pads;
• Actual floor and wall penetration elements .
• Actual access/code clearance requirements
modeled.",,,154
564,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,Lightning Protection,Includes: Wiring and equipment for lightning protection. ,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,,154
553,D5040.50 / 21-04 50 40 50 / Ss 70 80,Lighting Fixtures,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,100,See D50,,,153
554,D5040.50 / 21-04 50 40 50 / Ss 70 80,Lighting Fixtures,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,200,See D5040,,,153
555,D5040.50 / 21-04 50 40 50 / Ss 70 80,Lighting Fixtures,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,300,"Inclusions:
• Design-specified size, shape, and location of lighting
fixtures;
• Approximate allowances for spacing and clearances
required for all specified hangers, supports and
seismic control;
• Access/code clearance requirements modeled.",,,153
556,D5040.50 / 21-04 50 40 50 / Ss 70 80,Lighting Fixtures,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,350,"Inclusions:
• Actual size, shape, spacing, and location of lighting
fixtures.
• Actual size, shape, spacing, and location for
supports and seismic control.
• Actual access/code clearance requirements
modeled.",,,153
